java -cp /home/ubuntu/CockroachDB-ycsb/postgresql-42.2.2.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/jdbc-binding/conf:/home/ubuntu/CockroachDB-ycsb/ycsb/conf:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/openjpa-jdbc-2.1.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/serp-1.13.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/commons-collections-3.2.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/commons-lang-2.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/core-0.12.0.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/commons-pool-1.5.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/geronimo-jta_1.1_spec-1.1.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/openjpa-lib-2.1.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/openjpa-kernel-2.1.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/HdrHistogram-2.1.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/jdbc-binding-0.12.0.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/geronimo-jms_1.1_spec-1.1.1.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.db.JdbcDBClient -P /home/ubuntu/CockroachDB-ycsb/workloads/workload50 -P /home/ubuntu/CockroachDB-ycsb/cockroachdb.properties -threads 3 -p db.url=jdbc:postgresql://172.31.20.205:26257/test -p measurementtype=histogram -p histogram.buckets=25 -p operationcount=300000 -t
YCSB Client 0.12.0
Command line: -db com.yahoo.ycsb.db.JdbcDBClient -P /home/ubuntu/CockroachDB-ycsb/workloads/workload50 -P /home/ubuntu/CockroachDB-ycsb/cockroachdb.properties -threads 3 -p db.url=jdbc:postgresql://172.31.20.205:26257/test -p measurementtype=histogram -p histogram.buckets=25 -p operationcount=300000 -t
Loading workload...
Starting test.
Adding shard node URL: jdbc:postgresql://172.31.20.205:26257/test
Adding shard node URL: jdbc:postgresql://172.31.20.205:26257/test
Adding shard node URL: jdbc:postgresql://172.31.20.205:26257/test
Using shards: 1, batchSize:-1, fetchSize: -1
Using shards: 1, batchSize:-1, fetchSize: -1
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
Using shards: 1, batchSize:-1, fetchSize: -1
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
[OVERALL], RunTime(ms), 264443.0
[OVERALL], Throughput(ops/sec), 1134.4599781427378
[TOTAL_GCS_PS_Scavenge], Count, 18.0
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 24.0
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.009075679825141902
[TOTAL_GCS_PS_MarkSweep], Count, 0.0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0.0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 18.0
[TOTAL_GC_TIME], Time(ms), 24.0
[TOTAL_GC_TIME_%], Time(%), 0.009075679825141902
[READ], Operations, 150422
[READ], AverageLatency(us), 1367.632739891771
[READ], LatencyVariance(us), 2526584.1382050673
[READ], MinLatency(us), 598
[READ], MaxLatency(us), 82395
[READ], 95thPercentileLatency(us), 2000
[READ], 99thPercentileLatency(us), 7000
[READ], Return=OK, 150422
[READ], 0, 56792
[READ], 1, 81320
[READ], 2, 5254
[READ], 3, 2318
[READ], 4, 1409
[READ], 5, 913
[READ], 6, 833
[READ], 7, 417
[READ], 8, 276
[READ], 9, 192
[READ], 10, 112
[READ], 11, 88
[READ], 12, 58
[READ], 13, 55
[READ], 14, 42
[READ], 15, 39
[READ], 16, 33
[READ], 17, 35
[READ], 18, 23
[READ], 19, 23
[READ], 20, 33
[READ], 21, 22
[READ], 22, 19
[READ], 23, 16
[READ], 24, 11
[READ], >25, 89
[CLEANUP], Operations, 3
[CLEANUP], AverageLatency(us), 141.33333333333334
[CLEANUP], LatencyVariance(us), 9694.888888888887
[CLEANUP], MinLatency(us), 61
[CLEANUP], MaxLatency(us), 280
[CLEANUP], 95thPercentileLatency(us), 0
[CLEANUP], 99thPercentileLatency(us), 0
[CLEANUP], 0, 3
[CLEANUP], 1, 0
[CLEANUP], 2, 0
[CLEANUP], 3, 0
[CLEANUP], 4, 0
[CLEANUP], 5, 0
[CLEANUP], 6, 0
[CLEANUP], 7, 0
[CLEANUP], 8, 0
[CLEANUP], 9, 0
[CLEANUP], 10, 0
[CLEANUP], 11, 0
[CLEANUP], 12, 0
[CLEANUP], 13, 0
[CLEANUP], 14, 0
[CLEANUP], 15, 0
[CLEANUP], 16, 0
[CLEANUP], 17, 0
[CLEANUP], 18, 0
[CLEANUP], 19, 0
[CLEANUP], 20, 0
[CLEANUP], 21, 0
[CLEANUP], 22, 0
[CLEANUP], 23, 0
[CLEANUP], 24, 0
[CLEANUP], >25, 0
[UPDATE], Operations, 149578
[UPDATE], AverageLatency(us), 3905.754215192074
[UPDATE], LatencyVariance(us), 1.394388123580986E7
[UPDATE], MinLatency(us), 1559
[UPDATE], MaxLatency(us), 158184
[UPDATE], 95thPercentileLatency(us), 9000
[UPDATE], 99thPercentileLatency(us), 19000
[UPDATE], Return=OK, 149578
[UPDATE], 0, 0
[UPDATE], 1, 14136
[UPDATE], 2, 47229
[UPDATE], 3, 60542
[UPDATE], 4, 8152
[UPDATE], 5, 3293
[UPDATE], 6, 2530
[UPDATE], 7, 2613
[UPDATE], 8, 2337
[UPDATE], 9, 1730
[UPDATE], 10, 1319
[UPDATE], 11, 1008
[UPDATE], 12, 837
[UPDATE], 13, 672
[UPDATE], 14, 500
[UPDATE], 15, 433
[UPDATE], 16, 277
[UPDATE], 17, 239
[UPDATE], 18, 198
[UPDATE], 19, 171
[UPDATE], 20, 165
[UPDATE], 21, 115
[UPDATE], 22, 127
[UPDATE], 23, 115
[UPDATE], 24, 103
[UPDATE], >25, 737
